"","PROBEID","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME"
"582","ILMN_1670305",-3.47083981293548,-0.366847374732673,-16.4245478508662,2.55166737572538e-39,1.20517801822885e-34,78.3146413237111,"SERPING1","serpin family G member 1"
"4701","ILMN_2148785",-2.17556572918382,-0.308181289846535,-16.1486180083352,1.83554913143793e-38,4.33474105134724e-34,76.3894820671009,"GBP1","guanylate binding protein 1"
"4598","ILMN_2114568",-2.17188451396652,-0.390972363405941,-15.938373112013,8.27838430208102e-38,1.3033212299053e-33,74.9193784782747,"GBP5","guanylate binding protein 5"
"1111","ILMN_1690241",-3.20842861938507,-0.467959746534653,-15.2161448271823,1.4854873738139e-35,1.7540263538151e-31,69.8514010551475,"BATF2","basic leucine zipper ATF-like transcription factor 2"
"3081","ILMN_1769520",-1.25226027035856,-0.116070371321782,-15.1517520462179,2.36175457932324e-35,2.23096061072032e-31,69.3984243877711,"UBE2L6","ubiquitin conjugating enzyme E2 L6"
"5437","ILMN_2388547",-2.12753432236833,-0.258899829386139,-15.0868020518432,3.77048073964426e-35,2.9680595969023e-31,68.941375279041,"EPSTI1","epithelial stromal interaction 1"
"1398","ILMN_1701114",-2.06937496834147,-0.285072471836634,-14.9329598026239,1.14236907847074e-34,7.70789056360739e-31,67.8582325251288,"GBP1","guanylate binding protein 1"
"6013","ILMN_3247506",-2.74992087935124,-0.381556744321782,-14.8619740118489,1.90555171603735e-34,1.125013913752e-30,67.3582053725694,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"4966","ILMN_2261600",-2.68220888128985,-0.35908984470297,-14.8420873464915,2.19928973082304e-34,1.15416281418337e-30,67.2180974306792,"FCGR1A","Fc gamma receptor Ia"
"4967","ILMN_2261600",-2.68220888128985,-0.35908984470297,-14.8420873464915,2.19928973082304e-34,1.15416281418337e-30,67.2180974306792,"FCGR1BP","Fc gamma receptor Ib, pseudogene"
"4968","ILMN_2261600",-2.68220888128985,-0.35908984470297,-14.8420873464915,2.19928973082304e-34,1.15416281418337e-30,67.2180974306792,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"4772","ILMN_2176063",-2.74957510122218,-0.372398991178218,-14.7025805296845,6.01375703582762e-34,2.84035758559174e-30,66.2349420080082,"FCGR1A","Fc gamma receptor Ia"
"4773","ILMN_2176063",-2.74957510122218,-0.372398991178218,-14.7025805296845,6.01375703582762e-34,2.84035758559174e-30,66.2349420080082,"FCGR1CP","Fc gamma receptor Ic, pseudogene"
"5456","ILMN_2391051",-2.64584168376666,-0.314333983247525,-14.3975416064826,5.42982298209775e-33,2.33141790243144e-29,64.0838240726388,"FCGR1BP","Fc gamma receptor Ib, pseudogene"
"3794","ILMN_1799848",-3.44904664674643,-0.375583027371287,-14.3199886606595,9.50170100644733e-33,3.73979033529595e-29,63.536705563855,"ANKRD22","ankyrin repeat domain 22"
"4657","ILMN_2132599",-2.80476153894175,-0.206291942391089,-13.995020733831,9.91092702695207e-32,3.6007922646921e-28,61.2437031633721,"ANKRD22","ankyrin repeat domain 22"
"3937","ILMN_1805750",-2.30344979621905,-0.241846854826733,-13.6020067547304,1.68691349918735e-30,5.69104367715127e-27,58.4710267905099,"IFITM3","interferon induced transmembrane protein 3"
"88","ILMN_1654389",-2.67341034285455,-0.193294848574257,-13.5161044496868,3.13313727199907e-30,9.86541376625252e-27,57.8652755736056,"FCGR1A","Fc gamma receptor Ia"
"2197","ILMN_1733998",-1.60533135899407,-0.130913993539604,-13.3740852047297,8.71619824915361e-30,2.57296724691109e-26,56.8641659990661,"DHRS9","dehydrogenase/reductase 9"
"4486","ILMN_2075334",1.21638359952843,-0.141268814227723,13.3493707631679,1.0414192982053e-29,2.8933691102079e-26,56.6900039184424,"H4C3","H4 clustered histone 3"
"3252","ILMN_1777325",-1.01406507600488,-0.132930742509901,-13.057621365983,8.49908904558534e-29,2.23011374840023e-25,54.635539453078,"STAT1","signal transducer and activator of transcription 1"
"3293","ILMN_1779163",-0.847847481057901,-0.0703870778960396,-13.0222818399485,1.0957355397551e-28,2.72382554095647e-25,54.3868987313088,"AAMDC","adipogenesis associated Mth938 domain containing"
"3125","ILMN_1771385",-1.55773823068748,-0.139090067455446,-12.9624847594037,1.68398671083638e-28,3.97681881697566e-25,53.9663031276421,"GBP4","guanylate binding protein 4"
"2478","ILMN_1745852",0.765048576662714,0.0507104336435644,12.8672640664081,3.33710178624294e-28,7.17548175625321e-25,53.2968881398951,"WDR33","WD repeat domain 33"
"4173","ILMN_1818149",1.19172537797454,0.0468378828465347,12.8668127010295,3.34793441011377e-28,7.17548175625321e-25,53.2937160244237,NA,NA
"5414","ILMN_2384181",-1.6687875522166,-0.160554809589109,-12.8608558211532,3.49423218635692e-28,7.17548175625321e-25,53.2518530898172,"DHRS9","dehydrogenase/reductase 9"
"1418","ILMN_1701789",-2.12362550661144,-0.256164350792079,-12.748937406522,7.80144913626669e-28,1.53529268397922e-24,52.4656710409556,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"1407","ILMN_1701455",-1.52153951807325,-0.114524127331683,-12.7242939593643,9.30979749459494e-28,1.75884418186885e-24,52.2926519093875,"FBXO6","F-box protein 6"
"2614","ILMN_1751079",-1.01193120854901,-0.0741325258316832,-12.6683419964106,1.39050183512143e-27,2.5259535451777e-24,51.8999480530256,"TAP1","transporter 1, ATP binding cassette subfamily B member"
"2132","ILMN_1731224",-1.21271444020858,-0.120454674143564,-12.6391470322978,1.71415004128272e-27,2.99855631851201e-24,51.6951140004116,"PARP9","poly(ADP-ribose) polymerase family member 9"
"2758","ILMN_1756953",-2.69019723186118,-0.257116869861386,-12.6249847362067,1.89724826504999e-27,3.20031902880628e-24,51.5957689013876,"GBP6","guanylate binding protein family member 6"
"5925","ILMN_3241446",-1.18369435628218,-0.098595669960396,-12.5120084750975,4.26102235612624e-27,6.93973610007581e-24,50.8037218459749,"CIMAP1B","ciliary microtubule associated protein 1B"
"5191","ILMN_2342835",-2.34053536208755,-0.113050722316832,-12.4619033065662,6.0986103712404e-27,9.60144888146851e-24,50.4527180034307,"P2RY14","purinergic receptor P2Y14"
"4103","ILMN_1812559",0.770861515757238,0.0635654064059406,12.4279798313958,7.77343344693326e-27,1.18434527461969e-23,50.2151714876329,"SLC7A6","solute carrier family 7 member 6"
"2822","ILMN_1759250",-1.2728791265218,-0.0933717152920792,-12.3499672773221,1.35772364877309e-26,2.00395767672506e-23,49.6692099599856,"TAP2","transporter 2, ATP binding cassette subfamily B member"
"3184","ILMN_1774077",-0.906679999354378,-0.0793871036782178,-12.2167602282158,3.51460438686395e-26,5.03025090290822e-23,48.7380516657329,"GBP2","guanylate binding protein 2"
"4263","ILMN_1859584",-2.10399325937496,-0.120350534118812,-12.2093943622605,3.70423519398874e-26,5.14572742492006e-23,48.6866035321411,NA,NA
"1443","ILMN_1703108",-1.26113359424207,-0.140822832935644,-12.187834773129,4.32002417772191e-26,5.82968748394238e-23,48.5360428485669,"UBE2L6","ubiquitin conjugating enzyme E2 L6"
"326","ILMN_1661342",0.984595442644926,0.00149364973762376,12.1614008641033,5.21614161646897e-26,6.84343290798461e-23,48.3514958316723,"SEPTIN6","septin 6"
"414","ILMN_1664543",-2.76981099539135,-0.506451428851485,-12.1281100712649,6.61316219040813e-26,8.4417909031126e-23,48.1191628228993,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"1589","ILMN_1708375",-0.765066814332055,-0.00359268275742574,-12.0597893293081,1.0759077336382e-25,1.33726837282804e-22,47.6426641437184,"IRF1","interferon regulatory factor 1"
"4293","ILMN_1878029",0.665569058025463,0.0667895248366337,11.9812672750902,1.88132710462598e-25,2.27838360201511e-22,47.0955419329318,NA,NA
"2464","ILMN_1745374",-1.19085221564702,-0.0543340897722772,-11.9106544230803,3.10801811529283e-25,3.66987009008489e-22,46.6040293436912,"IFI35","interferon induced protein 35"
"3482","ILMN_1786612",-0.82466767363795,0.000747615420792078,-11.8614897320668,4.40707665406599e-25,5.07684481580953e-22,46.2621007932223,"PSME2","proteasome activator subunit 2"
"409","ILMN_1664330",-1.6541412648406,-0.128728506475248,-11.831328025846,5.4593559569504e-25,6.139305742922e-22,46.0524547924958,"CEACAM1","CEA cell adhesion molecule 1"
"3380","ILMN_1782487",-1.96618455407185,-0.120330893123762,-11.7999554124604,6.82057237406339e-25,7.49168497207879e-22,45.8344920411092,"GBP1","guanylate binding protein 1"
"1106","ILMN_1690105",-1.11634410716428,-0.110783992955446,-11.7966145290396,6.98414968091694e-25,7.49700849044064e-22,45.8112871667358,"STAT1","signal transducer and activator of transcription 1"
"3753","ILMN_1798270",-1.14302406406697,-0.063633778990099,-11.781719418214,7.7624091279757e-25,7.9804633170988e-22,45.7078441040762,"SMCO4","single-pass membrane protein with coiled-coil domains 4"
"4763","ILMN_2173975",-1.78926735244716,0.0318841180693069,-11.7815368667331,7.77246538473767e-25,7.9804633170988e-22,45.7065764726717,"RTP4","receptor transporter protein 4"
"4258","ILMN_1856315",0.813890057309732,0.0727915925742574,11.7660743846204,8.67317753797195e-25,8.71580528289262e-22,45.5992184098806,NA,NA
"2985","ILMN_1765994",-1.12029428054029,-0.0343492339851485,-11.7556746423043,9.33683411644813e-25,9.18725025320753e-22,45.5270260275414,"ZBP1","Z-DNA binding protein 1"
"1414","ILMN_1701621",-1.45616154621102,-0.0859826779356436,-11.7239148137691,1.16938534979568e-24,1.10462478912399e-21,45.3066297853526,"SCO2","synthesis of cytochrome C oxidase 2"
"1888","ILMN_1720771",-0.913775718914545,-0.0671500009405941,-11.7247094393735,1.16281963908881e-24,1.10462478912399e-21,45.3121427212321,"STX11","syntaxin 11"
"4582","ILMN_2109708",-0.900187557715383,-0.0682847902821782,-11.6737262208891,1.6685500944462e-24,1.54524097079977e-21,44.9585739742887,"TYMP","thymidine phosphorylase"
"1147","ILMN_1691364",-0.977523004068016,-0.123397511509901,-11.5559200303402,3.83895564496574e-24,3.48687911668032e-21,44.1427196589454,"STAT1","signal transducer and activator of transcription 1"
"5367","ILMN_2374865",-1.91728113210324,-0.00143448992079208,-11.5398768605227,4.29969872434147e-24,3.83168057451646e-21,44.0317404930384,"ATF3","activating transcription factor 3"
"4743","ILMN_2167416",-0.809378701234392,-0.0607953543762376,-11.5273863843355,4.69626702886648e-24,4.10758126000727e-21,43.9453586481992,"MR1","major histocompatibility complex, class I-related"
"3349","ILMN_1781373",-0.997846129363447,-0.0191085334059406,-11.5071336650621,5.41826839434507e-24,4.65291335515113e-21,43.8053347721371,"IFIH1","interferon induced with helicase C domain 1"
"1806","ILMN_1716678",-0.664630337038368,-0.0520441911435644,-11.4666435446984,7.2104449691516e-24,6.08136654174999e-21,43.5255438873252,"NPC2","NPC intracellular cholesterol transporter 2"
"5122","ILMN_2326509",-0.776568884688176,-0.0320642134306931,-11.4443774244026,8.43662688208972e-24,6.99070744329788e-21,43.3717696367082,"CASP1","caspase 1"
"1156","ILMN_1691508",-0.985848378749564,-0.0611708282079208,-11.4226985543249,9.82992314102359e-24,8.00477758402906e-21,43.2221111224837,"PLAUR","plasminogen activator, urokinase receptor"
"1810","ILMN_1716815",-1.26742738882909,-0.168755017846535,-11.4147503306555,1.039635662782e-23,8.32254779472148e-21,43.1672561052725,"CEACAM1","CEA cell adhesion molecule 1"
"5565","ILMN_2408543",-1.06012840593129,-0.0613744105445545,-11.4086749526788,1.08511723815332e-23,8.54186204586993e-21,43.1253320626879,"PLAUR","plasminogen activator, urokinase receptor"
"3299","ILMN_1779252",-1.18658773183014,-0.0694865945990099,-11.4040188365158,1.12131251103384e-23,8.682083804695e-21,43.093205049874,"TRIM22","tripartite motif containing 22"
"1577","ILMN_1707979",-2.183970508782,-0.0206328921980198,-11.3932451072997,1.20974781217911e-23,8.92774983078615e-21,43.0188774509514,"CARD17P","caspase recruitment domain family member 17, pseudogene"
"2258","ILMN_1736863",-0.943653804560866,-0.0506728875792079,-11.3934054513983,1.20838195861565e-23,8.92774983078615e-21,43.0199835497856,"TMEM140","transmembrane protein 140"
"4426","ILMN_2053527",-1.12460214004325,-0.0409612895792079,-11.3956109659012,1.18975013029428e-23,8.92774983078615e-21,43.0351981481121,"PARP9","poly(ADP-ribose) polymerase family member 9"
"4944","ILMN_2246882",-0.996778691685037,0.0122806962475248,-11.3704848820689,1.42010508039737e-23,1.03189204695766e-20,42.8619048190818,"SP140","SP140 nuclear body protein"
"6227","ILMN_3301372",-1.25056930366341,-0.0985664903366337,-11.3532548407431,1.6032782371393e-23,1.14733991542918e-20,42.7431176934427,"PTP4A1","protein tyrosine phosphatase 4A1"
"3783","ILMN_1799467",-1.19903666885037,-0.0504785562623762,-11.2987046354127,2.35345319331387e-23,1.65904399661802e-20,42.3672976292174,"SAMD9L","sterile alpha motif domain containing 9 like"
"901","ILMN_1681301",-1.64821421778724,-0.0127926658316832,-11.2467094699263,3.39179371218372e-23,2.35585012970808e-20,42.0094541643441,"AIM2","absent in melanoma 2"
"5373","ILMN_2376108",-0.979411154218696,-0.028255025990099,-11.2409332897179,3.5322552252787e-23,2.41785429775563e-20,41.9697239812124,"PSMB9","proteasome 20S subunit beta 9"
"210","ILMN_1657871",-2.40904848255738,-0.19042841790099,-11.2290810236648,3.83889262981128e-23,2.59021053998024e-20,41.8882152716109,"RSAD2","radical S-adenosyl methionine domain containing 2"
"1854","ILMN_1719224",0.634921733786886,0.0670526920990099,11.219426711493,4.10817458130912e-23,2.73286188239171e-20,41.8218364760439,"SNHG29","small nucleolar RNA host gene 29"
"1447","ILMN_1703263",-1.09352521387967,-0.0294410312475248,-11.2020935389981,4.6397623087527e-23,3.04361963339859e-20,41.7026939874289,"SP140","SP140 nuclear body protein"
"3831","ILMN_1801246",-0.892313242540636,0.035103715539604,-11.1938229067202,4.91705839315583e-23,3.18133678037182e-20,41.645859310528,"IFITM1","interferon induced transmembrane protein 1"
"811","ILMN_1678490",-0.784775188779212,-0.0706002241930693,-11.1370831397947,7.32044560539499e-23,4.67232387011366e-20,41.2562141510709,"RILPL2","Rab interacting lysosomal protein like 2"
"350","ILMN_1662026",-0.559098595115103,-0.0596816958811881,-11.1309054317229,7.64438940411609e-23,4.81402874594409e-20,41.2138183897966,"BTK","Bruton tyrosine kinase"
"4337","ILMN_1898453",0.903100487256018,0.0237656581386139,11.1088280899684,8.92333989420887e-23,5.54550350714973e-20,41.0623536900862,NA,NA
"5123","ILMN_2326512",-0.809986233494594,-0.014233709970297,-11.0876068252588,1.03532623829237e-22,6.35058357932295e-20,40.9168297125795,"CASP1","caspase 1"
"2325","ILMN_1739428",-1.17360673968957,-0.0579482795445545,-11.0788901996082,1.10048094706102e-22,6.66369430905629e-20,40.8570751096425,"IFIT2","interferon induced protein with tetratricopeptide repeats 2"
"244","ILMN_1658995",-0.821825935712243,-0.10242832190099,-11.0225052135414,1.63273538101127e-22,9.76148414943586e-20,40.4708172316731,"ACOT9","acyl-CoA thioesterase 9"
"2403","ILMN_1742618",-1.33216074458005,-0.0665123800346535,-11.0029882814667,1.8714199849035e-22,1.10486296633721e-19,40.3372313976855,"XAF1","XIAP associated factor 1"
"3770","ILMN_1798827",-0.767017528793513,-0.00835777012376238,-10.999836332036,1.91310368394618e-22,1.11552839625262e-19,40.3156630041467,"SRBD1","S1 RNA binding domain 1"
"3120","ILMN_1771179",-0.909015432885247,-0.0500843991039604,-10.9317754095055,3.07724127604862e-22,1.77245344767137e-19,39.8503070444778,"CYB561","cytochrome b561"
"3708","ILMN_1796409",-2.64403556640426,0.0398420456287129,-10.9288068213452,3.14164978713021e-22,1.78775013368611e-19,39.8300263286689,"C1QB","complement C1q B chain"
"4948","ILMN_2249920",0.801722714036973,0.0756410651386139,10.9016888328338,3.79585502447154e-22,2.13430986500971e-19,39.6448273140328,"FYN","FYN proto-oncogene, Src family tyrosine kinase"
"2542","ILMN_1747744",-1.30168433426055,-0.051690936009901,-10.8567581962279,5.19169925918491e-22,2.88481350247721e-19,39.3382390799786,"LHFPL2","LHFPL tetraspan subfamily member 2"
"5214","ILMN_2347798",-1.75611301234775,-0.0579815930742574,-10.8432228131876,5.70494434207024e-22,3.13314216535255e-19,39.2459435060941,"IFI6","interferon alpha inducible protein 6"
"1717","ILMN_1713058",-1.1091455325368,-0.00384214253960396,-10.8412247652259,5.78487530596658e-22,3.14052236294377e-19,39.2323216858247,"PSTPIP2","proline-serine-threonine phosphatase interacting protein 2"
"3834","ILMN_1801307",-0.893766328933381,-0.000237305896039601,-10.8280663532453,6.33988098828357e-22,3.40271498815479e-19,39.1426297750167,"TNFSF10","TNF superfamily member 10"
"2054","ILMN_1728224",-0.67809521627276,0.0185457482277228,-10.7703027168633,9.47528150730181e-22,5.02839349293676e-19,38.7492348565918,"OGFR","opioid growth factor receptor"
"4936","ILMN_2239754",-2.01854209257691,-0.198885430678218,-10.7597107618195,1.01991766549458e-21,5.35241458433049e-19,38.6771599479307,"IFIT3","interferon induced protein with tetratricopeptide repeats 3"
"1969","ILMN_1724474",-1.34044268770945,-0.00838996082673268,-10.7419544027023,1.15384097825383e-21,5.98868826856116e-19,38.5563762918922,"CARD16","caspase recruitment domain family member 16"
"3233","ILMN_1776157",-2.03672467963551,0.030897696480198,-10.7245261814968,1.30230803070324e-21,6.61390436539193e-19,38.4378771254216,"SEPTIN4","septin 4"
"3462","ILMN_1785732",-1.39800834345309,-0.0648488310049505,-10.7249367966888,1.29860020002935e-21,6.61390436539193e-19,38.4406684087211,"TNFAIP6","TNF alpha induced protein 6"
"5735","ILMN_3223126",-1.07887632069829,-0.0351142176534653,-10.717906528506,1.36355991467622e-21,6.85130833298646e-19,38.3928820022804,"TYMP","thymidine phosphorylase"
"4370","ILMN_1910330",0.942260319296478,-0.00801115032673267,10.6972595857706,1.57365860995444e-21,7.82373366386929e-19,38.2525892070013,NA,NA
"4622","ILMN_2120965",0.742048862857343,0.0255663253613861,10.6671373801656,1.93932245558685e-21,9.54126446873151e-19,38.0480466313821,"NPAT","nuclear protein, coactivator of histone transcription"
"3875","ILMN_1803180",-0.761076232868156,-0.089727757480198,-10.6552784565497,2.10549644518368e-21,1.0252031196131e-18,37.967563207172,"PRDX6","peroxiredoxin 6"
"5864","ILMN_3238525",-2.0932302433617,0.214774505168317,-10.6324638523762,2.46611573214324e-21,1.18854196066181e-18,37.812796463188,"CARD17P","caspase recruitment domain family member 17, pseudogene"
"4323","ILMN_1892403",1.21407375795187,0.130571520247525,10.5931883066227,3.23679592677198e-21,1.54421321633704e-18,37.5465820605341,"SNORD13","small nucleolar RNA, C/D box 13"
"5348","ILMN_2371724",-1.24457626407569,-0.13639444190099,-10.5686596343568,3.83540762246418e-21,1.81150137416606e-18,37.3804651659714,"CEACAM1","CEA cell adhesion molecule 1"
"5600","ILMN_2415144",-0.631577783537496,-0.0339627698316832,-10.4812243346079,7.01644496376598e-21,3.28112586221417e-18,36.7892238339124,"SP110","SP110 nuclear body protein"
"1132","ILMN_1690921",-0.801316383878968,-0.00557261774752475,-10.4712943847551,7.5139368668232e-21,3.47932109957771e-18,36.7221674873798,"STAT2","signal transducer and activator of transcription 2"
"1845","ILMN_1718977",-0.813181405483433,-0.0512271132920792,-10.4573259022947,8.27377558587477e-21,3.79396790967428e-18,36.6278708250995,"GADD45B","growth arrest and DNA damage inducible beta"
"1091","ILMN_1689456",0.58560612867841,0.040875892539604,10.449245706197,8.74776044123663e-21,3.97274493653892e-18,36.5733410178413,"ZBTB20","zinc finger and BTB domain containing 20"
"5365","ILMN_2374340",-0.987987116073596,-0.047793986009901,-10.4416212068805,9.21978152761003e-21,4.14723334600523e-18,36.5218979529535,"PLAUR","plasminogen activator, urokinase receptor"
"214","ILMN_1657977",-0.867271087689921,-0.00268905411386139,-10.4344617642494,9.68607502573812e-21,4.31587744849658e-18,36.4736027996872,"MSRB2","methionine sulfoxide reductase B2"
"2465","ILMN_1745397",-1.81290585570283,-0.0567956459950495,-10.4292672260284,1.0039027952231e-20,4.43133952534412e-18,36.4385683826578,"OAS3","2'-5'-oligoadenylate synthetase 3"
"1946","ILMN_1723480",-0.725605302373562,0.0256212988811881,-10.4270774476754,1.01916277345061e-20,4.45704416230053e-18,36.4238010396803,"BST2","bone marrow stromal cell antigen 2"
"3999","ILMN_1808132",-1.06761345535019,-0.0373601627475248,-10.4247111742197,1.03591248575133e-20,4.48873234995606e-18,36.4078444941889,"FAS","Fas cell surface death receptor"
"2794","ILMN_1758250",-0.848583786040461,0.00660037815346535,-10.4184858740505,1.08129933273162e-20,4.64280443493158e-18,36.3658704445312,"TRAFD1","TRAF-type zinc finger domain containing 1"
"960","ILMN_1683792",-1.38856746835508,0.0401262729207921,-10.4034492991743,1.19926208811846e-20,5.10291420575885e-18,36.2645173492724,"LAP3","leucine aminopeptidase 3"
"651","ILMN_1672496",-0.525320915483432,-0.0439815313217822,-10.3706746844786,1.5026679404901e-20,6.33683120511499e-18,36.0437546615137,"DNAJA1","DnaJ heat shock protein family (Hsp40) member A1"
"1193","ILMN_1693009",-0.656446505103244,-0.0393227094752475,-10.3366351497395,1.898868754937e-20,7.8671465056517e-18,35.814695371261,"FGL2","fibrinogen like 2"
"4626","ILMN_2122176",-0.584624229614231,-0.0525351393069307,-10.33743042834,1.8885201481926e-20,7.8671465056517e-18,35.8200443503246,"LLPH","LLP homolog, long-term synaptic facilitation factor"
"2003","ILMN_1725992",0.595179690863621,0.00733427242574258,10.3188041155595,2.14631352576827e-20,8.73901156341044e-18,35.6947984098878,"RAPGEF6","Rap guanine nucleotide exchange factor 6"
"5000","ILMN_2281502",-1.31167515508197,-0.101220105504951,-10.319257599414,2.13963923473452e-20,8.73901156341044e-18,35.697846875394,"DHRS9","dehydrogenase/reductase 9"
"139","ILMN_1655961",0.652789962787933,0.0116881093316832,10.306821065069,2.33038991828844e-20,9.407405660742e-18,35.6142594063176,"SND1-IT1","SND1 intronic transcript 1"
"3078","ILMN_1769409",0.747695554647018,0.0456306053811881,10.2860307371109,2.68781239599685e-20,1.07583107860447e-17,35.4745946244623,"DMAC1","distal membrane arm assembly component 1"
"4630","ILMN_2123743",-0.849442194064528,-0.060299760970297,-10.2658215195389,3.08745539927138e-20,1.22540845347047e-17,35.3389175710997,"FCER1G","Fc epsilon receptor Ig"
"2840","ILMN_1760062",-1.63625726703558,-0.0264385635247525,-10.2632493182938,3.14239296229863e-20,1.23681968335272e-17,35.3216547519062,"IFI44","interferon induced protein 44"
"5446","ILMN_2390299",-0.586577014934775,-0.0348916600891089,-10.2573834784908,3.27134447271349e-20,1.27693281645232e-17,35.282292388241,"PSMB8","proteasome 20S subunit beta 8"
"5312","ILMN_2367070",-0.676151876537496,-0.0672357201930693,-10.2502039628074,3.43636606236048e-20,1.33035250402744e-17,35.2341242712283,"ACOT9","acyl-CoA thioesterase 9"
"5088","ILMN_2319077",-0.880058332063133,-0.0343916651881188,-10.2463591117238,3.52812128988725e-20,1.35476989140378e-17,35.2083331140582,"FAS","Fas cell surface death receptor"
"1390","ILMN_1700671",-1.65134255449041,0.136379360762376,-10.220994420867,4.19766335120456e-20,1.59886965919954e-17,35.038263785064,"ETV7","ETS variant transcription factor 7"
"5357","ILMN_2373177",-0.559828419354727,-0.0218330213316832,-10.2025145274087,4.76378172132869e-20,1.7999853958406e-17,34.9144407159724,"PANK2","pantothenate kinase 2"
"5572","ILMN_2410826",-1.60857292392571,-0.0986007514405941,-10.1735343216555,5.80835486692416e-20,2.17725721206107e-17,34.7204048422605,"OAS1","2'-5'-oligoadenylate synthetase 1"
"1164","ILMN_1691717",-0.76980600255075,0.00507705757425742,-10.1552289805934,6.58263005637339e-20,2.44806456844544e-17,34.5979332545977,"RHBDF2","rhomboid 5 homolog 2"
"2503","ILMN_1746517",-0.803733697824207,-0.0222952994405941,-10.1442407516544,7.0958976600771e-20,2.61833079986798e-17,34.5244508052148,"KYNU","kynureninase"
"345","ILMN_1661809",-1.36483093093547,-0.0531355831534654,-10.124189742469,8.13730365748628e-20,2.97932549648631e-17,34.3904284545737,"PRRG4","proline rich and Gla domain 4"
"6203","ILMN_3295494",-1.6593226818999,-0.0209757464108911,-10.0947892444505,9.94529044844429e-20,3.61327702438825e-17,34.1940695251029,"LAP3","leucine aminopeptidase 3"
"537","ILMN_1668743",-0.7273915457248,-0.00480994281188119,-10.0751142020238,1.13732580804616e-19,4.10053704120826e-17,34.0627690615521,"RILPL2","Rab interacting lysosomal protein like 2"
"1954","ILMN_1723912",-2.24218788394943,-0.0977799197227723,-10.0662946290844,1.20779185618981e-19,4.32160736058339e-17,34.0039394274031,"IFI44L","interferon induced protein 44 like"
"1973","ILMN_1724495",-0.82557759428148,-0.075219817539604,-10.0611791736503,1.25063679400947e-19,4.44126514420009e-17,33.9698253441961,"SESTD1","SEC14 and spectrin domain containing 1"
"6104","ILMN_3272603",0.557831499750611,0.026999661460396,10.0579812746676,1.27818603335264e-19,4.50522421949839e-17,33.9485020235206,"SINHCAF","SIN3-HDAC complex associated factor"
"3162","ILMN_1772929",-0.502016570713289,-0.0600498760792079,-10.0558071472627,1.29725976351489e-19,4.50599555990736e-17,33.9340064061169,"ATP5PF","ATP synthase peripheral stalk subunit F6"
"3762","ILMN_1798612",-1.06532975583188,-0.0339367706435644,-10.0557816028328,1.29748554158794e-19,4.50599555990736e-17,33.9338360992261,"SNX20","sorting nexin 20"
"2032","ILMN_1727150",-1.38650433443286,-0.123351390054455,-10.0331065026754,1.51414492003542e-19,5.22004224220387e-17,33.7827159125719,"DHRS9","dehydrogenase/reductase 9"
"491","ILMN_1667199",-0.767909762907221,-0.030946273970297,-10.0267027706624,1.58160673744777e-19,5.38147774334005e-17,33.7400582376559,"SQOR","sulfide quinone oxidoreductase"
"1204","ILMN_1693310",-0.485864987577608,-0.0177340041287129,-10.0265029350638,1.58375940870248e-19,5.38147774334005e-17,33.7387272034978,"ITFG1","integrin alpha FG-GAP repeat containing 1"
"1133","ILMN_1690939",-1.08468995623718,-0.087301175049505,-10.0174252123888,1.68468357424185e-19,5.68352070678692e-17,33.678273051582,"TYMP","thymidine phosphorylase"
"5355","ILMN_2373062",-0.827030617685037,-0.0437165379009901,-10.016169178468,1.69914293677994e-19,5.69164681184777e-17,33.6699097891348,"RHBDF2","rhomboid 5 homolog 2"
"4700","ILMN_2148452",-0.96833728543495,-0.0998919255742574,-9.98913216488806,2.042147770895e-19,6.7924423497987e-17,33.4899700124342,"BCAS2","BCAS2 pre-mRNA processing factor"
"2800","ILMN_1758418",-0.919007321510987,-0.0835190802722772,-9.98483024471008,2.10274637612159e-19,6.94509189444748e-17,33.4613544823769,"TNFSF13B","TNF superfamily member 13b"
"4237","ILMN_1845037",-0.890465123972446,0.0683563908465347,-9.9803734904687,2.16741366873622e-19,7.10896631861669e-17,33.4317134140857,NA,NA
"5218","ILMN_2348093",-0.474618409634113,-0.0618007927128713,-9.97902192202384,2.18741317480118e-19,7.12508356269204e-17,33.422725259615,"ATP5PF","ATP synthase peripheral stalk subunit F6"
"5867","ILMN_3238623",0.492790845580747,0.0250049979108911,9.95627408855399,2.55294770544705e-19,8.2587858271212e-17,33.2715102763171,"LYRM7","LYR motif containing 7"
"2467","ILMN_1745471",-0.573555092118242,-0.0393800483564356,-9.93936876084754,2.86340924768404e-19,9.20011443383435e-17,33.1592090485926,"IRF9","interferon regulatory factor 9"
"5556","ILMN_2406313",-0.75574413525532,0.0118726952425743,-9.90653331723717,3.57775349987009e-19,1.14176267265111e-16,32.9412715725252,"RBCK1","RANBP2-type and C3HC4-type zinc finger containing 1"
"2067","ILMN_1728605",0.472739042672131,0.0402016823168317,9.87931370753657,4.30241859901871e-19,1.36380894530371e-16,32.760796307925,"TTC3","tetratricopeptide repeat domain 3"
